1;
2;
3;
4;
5;
6;
7;
8;
9;
10;
11;
12;
13;
14;
15;
16;
17;
18;
19;
20;
21;
22;
23;
24;
25;
26;
27;
28;
29;1;230;0;
30;1;240;0;
31;1;250;0;
32;2;100;0;
33;2;110;0;
34;2;120;0;
35;2;130;0;
36;2;140;0;
37;2;150;0;
38;2;160;0;
39;2;170;0;
40;2;180;0;
41;2;190;0;
42;2;200;0;
43;2;210;0;
44;2;220;0;
45;2;230;0;
46;2;240;0;
47;2;250;0;
48;3;100;0;
49;3;110;0;
50;3;120;0;
51;3;130;0;
52;3;140;0;
53;3;150;0;
54;3;160;0;
55;3;170;0;
56;3;180;0;
57;3;190;0;
58;3;200;0;
59;3;210;0;
60;3;220;0;
61;3;230;0;
62;3;240;0;
63;3;250;0;
64;4;100;0;
65;4;110;0;
66;4;120;0;
67;4;130;0;
68;4;140;0;
69;4;150;0;
70;4;160;0;
71;4;170;0;
72;4;180;0;
73;4;190;0;
74;4;200;0;
75;4;210;0;
76;4;220;0;
77;4;230;0;
78;4;240;0;
79;4;250;0;
80;5;100;0;
81;5;110;0;
82;5;120;0;
83;5;130;0;
84;5;140;0;
85;5;150;0;
86;5;160;0;
87;5;170;0;
88;5;180;0;
89;5;190;0;
90;5;200;0;
91;5;210;0;
92;5;220;0;
93;5;230;0;
94;5;240;0;
95;5;250;0;
96;6;100;0;
97;6;110;0;
98;6;120;0;
99;6;130;0;
100;6;140;0;
101;6;150;0;
102;6;160;0;
103;6;170;0;
104;6;180;0;
105;6;190;0;
106;6;200;0;
107;6;210;0;
108;6;220;0;
109;6;230;0;
110;6;240;0;
111;6;250;0;
112;7;100;0;
113;7;110;0;
114;7;120;0;
115;7;130;0;
116;7;140;0;
117;7;150;0;
118;7;160;0;
119;7;170;0;
120;7;180;0;
121;7;190;0;
122;7;200;0;
123;7;210;0;
124;7;220;0;
125;7;230;0;
126;7;240;0;
127;7;250;0;
128;8;100;0;
129;8;110;0;
130;8;120;0;
131;8;130;0;
132;8;140;0;
133;8;150;0;
134;8;160;0;
135;8;170;0;
136;8;180;0;
137;8;190;0;
138;8;200;0;
139;8;210;0;
140;8;220;0;
141;8;230;0;
142;8;240;0;
143;8;250;0;
144;9;100;0;
145;9;110;0;
146;9;120;0;
147;9;130;0;
148;9;140;0;
149;9;150;0;
150;9;160;0;
151;9;170;0;
152;9;180;0;
153;9;190;0;
154;9;200;0;
155;9;210;0;
156;9;220;0;
157;9;230;0;
158;9;240;0;
159;9;250;0;
160;10;100;0;
161;10;110;0;
162;10;120;0;
163;10;130;0;
164;10;140;0;
165;10;150;0;
166;10;160;0;
167;10;170;0;
168;10;180;0;
169;10;190;0;
170;10;200;0;
171;10;210;0;
172;10;220;0;
173;10;230;0;
174;10;240;0;
175;10;250;0;
176;11;100;0;
177;11;110;0;
178;11;120;0;
179;11;130;0;
180;11;140;0;
181;11;150;0;
182;11;160;0;
183;11;170;0;
184;11;180;0;
185;11;190;0;
186;11;200;0;
187;11;210;0;
188;11;220;0;
189;11;230;0;
190;11;240;0;
191;11;250;0;
192;12;100;0;
193;12;110;0;
194;12;120;0;
195;12;130;0;
196;12;140;0;
197;12;150;0;
198;12;160;0;
199;12;170;0;
200;12;180;0;
201;12;190;0;
202;12;200;0;
203;12;210;0;
204;12;220;0;
205;12;230;0;
206;12;240;0;
207;12;250;0;
208;13;100;0;
209;13;110;0;
210;13;120;0;
211;13;130;0;
212;13;140;0;
213;13;150;0;
214;13;160;0;
215;13;170;0;
216;13;180;0;
217;13;190;0;
218;13;200;0;
219;13;210;0;
220;13;220;0;
221;13;230;0;
222;13;240;0;
223;13;250;0;
224;14;100;0;
225;14;110;0;
226;14;120;0;
227;14;130;0;
228;14;140;0;
229;14;150;0;
230;14;160;0;
231;14;170;0;
232;14;180;0;
233;14;190;0;
234;14;200;0;
235;14;210;0;
236;14;220;0;
237;14;230;0;
238;14;240;0;
239;14;250;0;
240;15;100;0;
241;15;110;0;
242;15;120;0;
243;15;130;0;
244;15;140;0;
245;15;150;0;
246;15;160;0;
247;15;170;0;
248;15;180;0;
249;15;190;0;
250;15;200;0;
251;15;210;0;
252;15;220;0;
253;15;230;0;
